Order_ID,Customer_ID,Restaurant_ID,Order_Date,Subtotal,Status
26057,101,1211,30-12-2024,1286.82,Delivered
26058,5114,1653,25-04-2024,576.8,Delivered
26059,1758,208,13-03-2025,103.58,Delivered
26060,8334,1431,12-03-2026,153.47,Delivered
26061,5674,646,17-03-2026,705.01,Delivered
26062,6121,262,18-11-2024,440.84,Delivered
26063,3112,1104,14-05-2026,235.77,Delivered
26064,3894,477,09-02-2026,1179.14,Delivered
26065,5818,1644,07-05-2026,512.39,Delivered
26066,8420,94,14-12-2024,511.4,Delivered
26067,5158,220,10-07-2025,253.65,Delivered
26068,9638,1062,14-06-2026,417.74,Delivered
26069,2103,1190,15-04-2024,1221.07,Delivered
26070,6803,1465,14-12-2025,1246.13,Delivered
26071,6790,532,30-06-2024,810.75,Delivered
26072,7065,1683,06-05-2025,1935.15,Delivered
26073,2188,1908,19-06-2026,347.33,Delivered
26074,2843,1025,07-08-2025,1055.72,Delivered
26075,9577,1520,15-05-2026,780.32,Delivered
26076,9522,1068,21-04-2026,1907.01,Delivered
26077,7779,154,30-08-2025,1474.42,Delivered
26078,1389,653,10-02-2024,1410.91,Cancelled
26079,6169,193,14-04-2025,1511.11,Delivered
26080,1780,1975,23-02-2025,376.25,Delivered
26081,1545,481,11-06-2025,860.58,Delivered
26082,5804,1281,17-05-2025,1244.71,Delivered
26083,3051,549,26-02-2025,1509.26,Delivered
26084,7139,1325,03-09-2024,133.62,Delivered
26085,4954,450,13-03-2025,1079.48,Delivered
26086,1697,1578,29-01-2024,1541.91,Delivered
26087,2810,244,14-08-2025,2022.76,Delivered
26088,6538,1787,20-09-2024,110.28,Delivered
26089,8950,1682,26-06-2024,248.77,Delivered
26090,1898,1367,05-05-2025,716.12,Delivered
26091,2939,149,03-10-2025,1600.48,Cancelled
26092,9696,447,28-03-2024,946.58,Delivered
26093,325,1716,08-07-2024,1044.33,Delivered
26094,2581,262,28-05-2024,1981.32,Delivered
26095,5587,338,31-01-2026,1128.06,Delivered
26096,7679,1102,09-03-2026,1457.1,Delivered
26097,7880,533,13-07-2024,268.87,Delivered
26098,8679,473,27-08-2025,1724.36,Delivered
26099,5104,1166,13-08-2025,960.5,Delivered
26100,3685,752,14-12-2025,1205.22,Delivered
26101,8944,305,16-02-2025,766.43,Delivered
26102,3918,1087,11-01-2024,1638.44,Delivered
26103,20,786,17-01-2026,1017.62,Cancelled
26104,5020,1465,07-01-2026,207.87,Delivered
26105,4197,228,08-02-2025,1076.96,Delivered
26106,9854,1245,09-03-2025,585.14,Delivered
26107,5574,888,28-04-2024,893.72,Delivered
26108,8116,821,24-02-2026,844.89,Delivered
26109,4710,489,31-05-2026,671.2,Delivered
26110,6698,68,25-06-2024,472.57,Delivered
26111,6925,1697,25-01-2024,2259.32,Delivered
26112,1479,653,02-09-2024,387.36,Delivered
26113,7507,1371,28-04-2024,641.24,Delivered
26114,6747,1895,30-03-2024,702.18,Cancelled
26115,9932,1143,16-04-2026,642.24,Delivered
26116,7842,806,02-06-2024,1560.34,Cancelled
26117,3685,532,22-08-2024,438.28,Delivered
26118,6045,1867,19-01-2024,1788.9,Delivered
26119,8448,1372,27-03-2025,1781.22,Delivered
26120,7964,1341,25-01-2024,347.76,Delivered
26121,6111,861,13-08-2024,1256.55,Delivered
26122,3668,1689,21-07-2024,652.42,Delivered
26123,9451,1440,22-08-2024,398.76,Delivered
26124,6284,545,15-01-2026,795.58,Delivered
26125,8670,1210,23-07-2025,982.78,Delivered
26126,8787,870,06-03-2025,982.03,Delivered
26127,1947,13,03-01-2024,1688.83,Delivered
26128,9403,1620,16-01-2025,1026.35,Delivered
26129,498,262,21-04-2026,562.12,Cancelled
26130,9880,1051,05-05-2025,1432.71,Delivered
26131,1759,676,13-09-2024,2211.86,Delivered
26132,3476,685,01-01-2026,975.75,Delivered
26133,8405,986,26-06-2026,1204.52,Delivered
26134,8240,1994,16-09-2024,1037.54,Delivered
26135,601,826,26-02-2025,1026.84,Delivered
26136,3771,396,17-10-2024,1560.26,Delivered
26137,5378,1231,09-11-2024,1548,Delivered
26138,8006,498,16-06-2025,1441.1,Delivered
26139,4985,234,30-04-2024,1478.27,Delivered
26140,4200,113,05-02-2025,1360.24,Delivered
26141,7376,51,29-03-2026,1425.87,Delivered
26142,7703,873,05-06-2025,919.62,Delivered
26143,5587,862,08-11-2024,542.48,Delivered
26144,4940,402,10-09-2024,958.1,Delivered
26145,4966,1574,08-06-2024,946.02,Delivered
26146,2135,275,09-03-2026,800.13,Delivered
26147,275,1831,06-04-2024,880.38,Delivered
26148,8781,1187,29-04-2025,672.87,Delivered
26149,7453,60,02-10-2024,548.92,Delivered
26150,1258,1923,13-02-2025,964.13,Delivered
26151,3271,606,27-09-2024,1422.56,Delivered
26152,3397,921,16-01-2026,1247.04,Delivered
26153,2798,549,02-06-2026,1017.45,Delivered
26154,6159,1465,30-01-2026,232.33,Delivered
26155,8450,1004,05-04-2026,1695.97,Delivered
26156,6317,281,08-07-2025,1529.72,Delivered
26157,8576,231,23-03-2025,370.29,Delivered
26158,3050,1462,30-07-2025,1709.81,Delivered
26159,8228,499,19-04-2025,958.15,Delivered
26160,1954,297,09-06-2025,1167.96,Delivered
26161,5752,1025,29-02-2024,1788.47,Delivered
26162,7248,1615,16-08-2024,1741.41,Delivered
26163,5562,536,23-09-2024,991.19,Delivered
26164,9518,533,14-12-2025,1626.13,Delivered
26165,2322,1668,18-03-2024,1199.15,Delivered
26166,8227,318,15-02-2026,926.5,Delivered
26167,4549,1239,15-03-2026,863.8,Delivered
26168,7394,1913,18-05-2024,981.36,Delivered
26169,146,1682,05-02-2025,850.36,Delivered
26170,8613,138,21-08-2025,341.96,Delivered
26171,4620,635,15-04-2025,2125.25,Delivered
26172,9089,306,31-08-2025,822.66,Delivered
26173,6178,1900,15-05-2024,1170.47,Delivered
26174,1290,1967,07-01-2025,382.17,Cancelled
26175,711,494,31-01-2026,538.52,Cancelled
26176,1042,1349,25-06-2025,1618.27,Delivered
26177,3097,1682,11-04-2025,1408.7,Delivered
26178,3849,490,01-03-2024,520.08,Delivered
26179,2417,406,14-06-2024,677.08,Delivered
26180,5728,26,15-08-2024,701.77,Delivered
26181,2177,836,12-09-2024,1000.93,Delivered
26182,7124,1799,17-05-2024,313.49,Delivered
26183,929,1807,23-11-2025,1894.24,Delivered
26184,2871,273,01-01-2024,1070.85,Delivered
26185,5904,442,03-06-2024,1549.38,Delivered
26186,4574,826,30-05-2026,405.92,Delivered
26187,567,1566,07-06-2024,399.01,Delivered
26188,672,1229,18-02-2024,220.56,Delivered
26189,8127,1055,30-05-2024,520.92,Delivered
26190,7450,1197,21-10-2025,713.84,Delivered
26191,67,214,05-03-2024,1277.89,Delivered
26192,2486,987,06-03-2024,321.14,Delivered
26193,1649,1981,26-11-2024,1419.37,Delivered
26194,4502,196,15-03-2025,1782.3,Delivered
26195,7143,1059,03-09-2025,1293.31,Delivered
26196,739,576,27-11-2025,933.25,Delivered
26197,6732,1093,24-01-2024,464.66,Delivered
26198,6849,1160,27-05-2024,1422.1,Delivered
26199,131,1169,09-05-2026,1684.65,Delivered
26200,6396,1705,20-03-2025,242.89,Delivered
26201,363,790,09-11-2025,1467.65,Delivered
26202,8273,1055,27-11-2024,247.43,Delivered
26203,1805,26,02-10-2025,852.56,Delivered
26204,882,1585,17-11-2025,960.12,Delivered
26205,6962,532,09-03-2024,238.98,Delivered
26206,8588,1639,02-07-2024,696.65,Delivered
26207,7193,532,19-03-2026,704.63,Delivered
26208,1322,26,17-11-2025,1107.02,Delivered
26209,3951,336,08-05-2026,1346.48,Delivered
26210,6120,1966,28-08-2024,354.44,Cancelled
26211,3646,635,15-05-2025,1035.56,Delivered
26212,6715,242,25-07-2024,536.62,Delivered
26213,7625,257,16-03-2025,639.42,Delivered
26214,1684,612,19-01-2024,1438.56,Delivered
26215,3399,81,06-02-2026,971.22,Delivered
26216,3012,1053,19-08-2024,424.54,Delivered
26217,7007,458,09-04-2025,1310.7,Delivered
26218,8703,1059,09-02-2024,616.51,Delivered
26219,6920,305,04-11-2025,1693.74,Delivered
26220,2307,870,31-12-2025,1093.87,Delivered
26221,9171,1208,04-11-2025,1688.54,Delivered
26222,6821,139,23-01-2024,999.68,Delivered
26223,8750,808,14-04-2026,1313.92,Delivered
26224,1511,589,09-07-2025,789.29,Delivered
26225,9445,501,20-09-2025,802.82,Delivered
26226,7293,1215,15-01-2025,1267.48,Delivered
26227,9584,1189,02-12-2024,323.17,Delivered
26228,2415,1272,24-04-2025,1229.74,Delivered
26229,1290,347,04-01-2025,399.79,Delivered
26230,5333,552,21-02-2025,1520.93,Cancelled
26231,4474,448,01-06-2024,1617.84,Delivered
26232,4353,1095,05-01-2026,378.02,Delivered
26233,5394,944,26-08-2025,1329.53,Delivered
26234,7271,662,01-09-2024,1384.15,Delivered
26235,7105,1580,28-10-2025,1106.29,Delivered
26236,9426,208,21-04-2025,1761.97,Delivered
26237,3053,1955,10-11-2025,498.8,Delivered
26238,7457,253,22-10-2025,863.56,Delivered
26239,9403,1551,10-04-2026,954.29,Delivered
26240,2244,742,29-01-2026,1594.62,Delivered
26241,8622,1728,17-09-2025,644.1,Delivered
26242,3532,162,27-01-2024,210.6,Delivered
26243,5392,756,17-03-2025,1576.44,Delivered
26244,6,674,06-01-2026,811.68,Delivered
26245,7370,1984,03-02-2025,1961.8,Delivered
26246,2671,1965,13-11-2025,918.14,Delivered
26247,630,411,02-01-2026,954.64,Delivered
26248,5188,1270,21-03-2026,223.8,Delivered
26249,7767,1089,07-12-2025,436.88,Delivered
26250,8088,335,18-10-2024,1200.55,Delivered
26251,5098,367,27-12-2025,1972.74,Delivered
26252,6220,1976,29-12-2024,1690.59,Delivered
26253,9395,927,18-01-2024,1691.5,Delivered
26254,6328,268,01-08-2025,814.62,Delivered
26255,6693,462,16-07-2024,679.18,Delivered
26256,7012,532,11-02-2026,827.73,Delivered
26257,8748,1052,24-11-2025,1585.59,Delivered
26258,8172,675,11-05-2024,1622.56,Cancelled
26259,442,933,09-11-2024,796.4,Delivered
26260,9575,365,27-04-2024,341.12,Delivered
26261,5254,654,17-03-2026,130.49,Delivered
26262,500,155,13-05-2025,1600.13,Delivered
26263,3286,1775,24-03-2026,2057.34,Delivered
26264,4305,430,01-07-2024,380.01,Delivered
26265,2900,1513,06-07-2024,923.8,Delivered
26266,9662,706,19-09-2024,1516.07,Delivered
26267,441,978,22-09-2025,1176.46,Delivered
26268,4999,566,29-04-2026,939.27,Delivered
26269,9289,1406,15-06-2024,1741.47,Delivered
26270,2595,1687,28-07-2024,1675.9,Cancelled
26271,535,553,17-09-2025,1393.65,Delivered
26272,2832,505,07-06-2026,205.99,Delivered
26273,1126,1371,15-02-2025,331.14,Delivered
26274,9191,421,01-05-2026,724.61,Delivered
26275,854,1293,18-09-2025,449.84,Delivered
26276,9262,209,03-07-2025,1255.18,Delivered
26277,2399,1244,01-09-2024,856.64,Delivered
26278,2435,1055,23-02-2026,1050.52,Delivered
26279,6868,249,04-01-2025,352.8,Delivered
26280,8767,1314,18-06-2025,378.32,Cancelled
26281,2517,914,07-04-2024,266.13,Delivered
26282,2952,465,15-02-2025,871.21,Delivered
26283,2936,710,17-04-2026,853.71,Delivered
26284,4211,1013,12-08-2024,1173.64,Delivered
26285,160,201,15-11-2024,235.77,Delivered
26286,7668,1913,23-12-2025,223.8,Delivered
26287,3505,1341,11-07-2025,839.76,Delivered
26288,5047,228,05-09-2025,296.43,Delivered
26289,3536,1648,04-03-2025,1134.72,Delivered
26290,3248,644,29-04-2024,578.24,Delivered
26291,8973,1206,13-06-2024,639.37,Delivered
26292,502,534,30-09-2025,924.32,Delivered
26293,829,1465,10-12-2024,2318.7,Delivered
26294,4208,1456,18-12-2025,1004.28,Delivered
26295,8793,1113,18-11-2024,731.28,Delivered
26296,5828,502,20-06-2025,1449.68,Delivered
26297,8416,523,27-05-2024,1450.12,Delivered
26298,8012,775,11-05-2026,1280.84,Delivered
26299,7098,314,04-03-2024,415.61,Delivered
26300,7954,676,28-04-2024,2220.38,Delivered
26301,764,1377,28-01-2025,1270.47,Delivered
26302,8221,1665,30-03-2024,1759.8,Delivered
26303,8813,666,05-06-2024,1246.79,Delivered
26304,6072,490,12-06-2025,977.99,Delivered
26305,8914,1666,07-04-2026,212.72,Delivered
26306,9887,1777,24-05-2026,665.94,Cancelled
26307,413,830,23-06-2026,453.72,Delivered
26308,6348,57,11-07-2025,581.22,Delivered
26309,890,1401,26-09-2024,1166.8,Delivered
26310,1574,1574,11-04-2024,491.39,Delivered
26311,954,41,08-04-2026,1372.07,Delivered
26312,212,1200,25-07-2025,1033.18,Delivered
26313,1413,1189,12-03-2025,893.72,Delivered
26314,3516,765,04-01-2026,1079.56,Delivered
26315,1005,1496,22-08-2025,232.1,Delivered
26316,4972,867,30-08-2024,1846.2,Delivered
26317,339,1362,26-06-2024,900.08,Cancelled
26318,81,1055,20-03-2024,667.31,Delivered
26319,4947,516,04-08-2025,1078.36,Delivered
26320,8252,1220,29-01-2024,772.28,Delivered
26321,7471,1467,23-01-2026,346.62,Delivered
26322,7774,1952,30-09-2024,263.96,Delivered
26323,1692,768,23-01-2025,458.42,Delivered
26324,3481,141,11-12-2024,1026.4,Cancelled
26325,1281,1973,29-01-2025,1045.8,Delivered
26326,2432,1251,13-06-2026,391.02,Cancelled
26327,4719,1893,09-06-2024,565.44,Delivered
26328,7079,230,29-01-2024,248.92,Delivered
26329,9297,685,22-06-2025,298.41,Cancelled
26330,3187,286,21-05-2025,726.37,Delivered
26331,6558,1671,08-05-2024,363.44,Cancelled
26332,4437,1756,15-05-2026,1291.68,Delivered
26333,9265,1028,08-01-2025,567.23,Delivered
26334,1669,404,04-11-2024,1159.51,Delivered
26335,7444,272,27-10-2024,953.47,Delivered
26336,3980,1188,18-04-2024,584.48,Delivered
26337,7407,1042,26-07-2025,567.5,Delivered
26338,9524,1401,31-05-2026,1174.11,Delivered
26339,6170,596,21-01-2026,980.22,Delivered
26340,6726,812,20-09-2025,1820.23,Delivered
26341,4105,50,10-01-2026,129.84,Delivered
26342,3169,1226,21-04-2024,1069.14,Delivered
26343,5615,853,16-03-2025,1447.99,Delivered
26344,3868,1841,28-09-2024,304.52,Delivered
26345,8995,1299,14-10-2025,680.93,Delivered
26346,1964,808,09-01-2024,729.18,Cancelled
26347,685,532,05-01-2024,997.84,Delivered
26348,9882,1813,02-04-2024,449.64,Delivered
26349,7022,36,05-01-2026,802.99,Delivered
26350,6163,654,23-01-2024,1372.03,Delivered
26351,7010,1890,30-08-2025,490.11,Delivered
26352,3258,1325,26-02-2024,1286.88,Delivered
26353,3960,1084,26-12-2025,219.94,Delivered
26354,517,442,17-04-2026,1188.35,Delivered
26355,8395,1667,24-01-2024,911.37,Delivered
26356,2610,442,23-04-2025,982.78,Delivered
26357,7527,515,06-11-2024,1286.6,Delivered
26358,5741,413,17-11-2025,713.04,Delivered
26359,9887,345,10-05-2026,532.84,Delivered
26360,9274,1908,09-04-2026,888.98,Delivered
26361,2570,1210,04-03-2025,835.22,Delivered
26362,6865,1286,02-12-2025,296.43,Delivered
26363,8057,1912,27-01-2024,1924.8,Delivered
26364,1142,485,07-05-2024,948.18,Delivered
26365,1929,12,16-08-2024,1085.94,Delivered
26366,4219,1210,26-05-2025,322.62,Delivered
26367,6373,1045,18-08-2024,1490.12,Delivered
26368,3512,987,30-10-2024,662.17,Delivered
26369,1819,139,19-10-2025,1470.69,Delivered
26370,68,932,20-08-2025,147.69,Delivered
26371,5113,555,02-01-2025,923.35,Delivered
26372,4220,533,31-03-2025,1232.58,Delivered
26373,6032,474,23-06-2026,1547.8,Delivered
26374,3016,666,15-05-2025,391.41,Delivered
26375,7808,710,02-12-2025,378.02,Delivered
26376,1026,608,07-09-2024,1586.78,Delivered
26377,7840,1955,17-06-2026,969.88,Delivered
26378,2864,1865,18-05-2025,253.65,Delivered
26379,8427,1162,23-11-2025,1391.57,Delivered
26380,34,1956,05-02-2024,586.76,Delivered
26381,816,1979,24-06-2024,237.35,Delivered
26382,2031,716,02-02-2026,1034.28,Delivered
26383,1265,910,01-01-2025,1123.14,Delivered
26384,2229,1914,17-05-2026,1391.19,Delivered
26385,8304,1224,06-04-2025,254.3,Delivered
26386,6388,455,20-09-2025,2079.12,Cancelled
26387,4570,1389,10-02-2024,1053.93,Delivered
26388,1517,444,08-08-2024,1319.82,Delivered
26389,851,679,27-11-2024,245.56,Delivered
26390,4124,479,31-05-2026,235.81,Delivered
26391,5974,509,19-10-2024,1270.93,Delivered
26392,1806,10,25-02-2026,1515.23,Delivered
26393,527,1756,02-05-2026,1054.55,Delivered
26394,5091,576,07-02-2026,1267.74,Delivered
26395,3943,192,14-04-2026,1102.74,Delivered
26396,4513,193,03-02-2025,1781.66,Delivered
26397,3887,1122,31-05-2025,457.04,Delivered
26398,6908,1983,15-06-2026,401.41,Delivered
26399,243,314,31-03-2024,290.27,Delivered
26400,3706,222,10-05-2025,492.68,Delivered
26401,7786,893,11-04-2025,393.88,Delivered
26402,6431,1139,26-04-2026,1306.63,Delivered
26403,9045,574,29-04-2024,1028.1,Delivered
26404,4719,589,21-11-2025,1429.06,Delivered
26405,3030,856,18-07-2024,1148.35,Delivered
26406,6411,620,05-04-2024,965.86,Delivered
26407,3561,1831,20-10-2024,1240.07,Delivered
26408,388,92,07-05-2024,1193.99,Delivered
26409,4141,492,16-03-2025,851.78,Delivered
26410,2284,1622,18-12-2025,201.78,Delivered
26411,1749,1668,30-03-2025,490.58,Delivered
26412,1906,246,12-04-2025,606.35,Delivered
26413,2639,1952,03-10-2024,133.62,Delivered
26414,4827,1397,13-02-2026,1582.81,Delivered
26415,799,532,06-06-2025,981.46,Delivered
26416,993,933,23-10-2024,2225.58,Delivered
26417,1375,578,22-01-2025,1558.39,Delivered
26418,931,325,11-05-2026,898.71,Delivered
26419,1023,566,12-01-2025,1152.55,Delivered
26420,60,1172,21-03-2024,1287.78,Delivered
26421,8704,1656,03-07-2025,1567.84,Delivered
26422,8111,731,13-05-2025,288.25,Delivered
26423,9348,700,03-09-2024,1802.48,Cancelled
26424,1904,961,14-02-2026,900.08,Delivered
26425,287,1305,27-03-2026,212.72,Cancelled
26426,9395,1500,13-11-2024,1073.81,Delivered
26427,1299,654,07-01-2026,316.45,Delivered
26428,1130,1185,12-05-2025,706.56,Delivered
26429,6822,790,14-03-2024,1832.34,Delivered
26430,5289,1444,09-01-2026,943.84,Delivered
26431,192,361,02-03-2025,625.18,Delivered
26432,4528,530,27-11-2025,1221.23,Delivered
26433,4498,861,25-05-2024,729.22,Delivered
26434,4840,1774,25-01-2024,1280.13,Delivered
26435,5434,1159,09-01-2026,1101.2,Delivered
26436,468,1930,21-09-2024,1204.63,Delivered
26437,756,229,23-05-2026,728.18,Delivered
26438,13,943,11-02-2024,733.89,Cancelled
26439,4167,848,05-03-2024,1048.17,Delivered
26440,5683,1210,15-05-2024,1083.26,Delivered
26441,5836,1630,15-04-2026,1557.88,Delivered
26442,1363,1682,07-07-2024,388.58,Delivered
26443,9563,1349,19-10-2024,480.06,Delivered
26444,7264,1298,23-06-2026,816.52,Delivered
26445,8247,1899,09-11-2024,2030.19,Delivered
26446,9569,777,19-03-2026,724.32,Delivered
26447,3621,1666,06-03-2024,740.58,Delivered
26448,326,1845,20-05-2024,1179.1,Delivered
26449,1311,1013,18-10-2025,1514.25,Delivered
26450,1141,1465,31-05-2026,1224.98,Delivered
26451,7657,760,12-07-2024,946.32,Delivered
26452,3,347,12-02-2024,634.68,Delivered
26453,4471,1185,02-02-2024,1749.07,Delivered
26454,6401,424,03-12-2024,1199.92,Delivered
26455,176,936,08-01-2024,718.98,Delivered
26456,3863,1738,29-06-2024,751.4,Cancelled
26457,310,191,16-06-2025,106.35,Delivered
26458,3307,68,29-03-2025,780.32,Delivered
26459,4412,1220,07-04-2025,151.81,Delivered
26460,9,662,04-02-2025,701.99,Delivered
26461,9317,848,15-12-2024,687.15,Delivered
26462,5146,820,13-11-2025,239.62,Delivered
26463,8654,192,15-04-2024,912.72,Delivered
26464,8468,8,11-01-2025,1349.18,Delivered
26465,3147,1796,22-09-2024,673.34,Delivered
26466,4795,467,23-05-2026,701.53,Delivered
26467,6251,861,28-10-2025,181.72,Delivered
26468,4356,1946,03-05-2026,829.16,Delivered
26469,8398,1657,30-04-2024,1966.59,Delivered
26470,9107,241,14-03-2026,570.31,Delivered
26471,8935,1047,26-09-2025,1305.43,Delivered
26472,1956,1465,18-12-2025,908.57,Delivered
26473,7985,1410,18-07-2025,321.23,Delivered
26474,1414,1521,21-04-2026,1127.51,Delivered
26475,7832,936,12-03-2025,456.14,Delivered
26476,8514,386,27-10-2024,223.8,Delivered
26477,2654,953,29-05-2025,972.6,Delivered
26478,1836,1312,05-10-2024,693.24,Delivered
26479,6805,1224,22-09-2024,491.39,Delivered
26480,4887,155,28-02-2024,690.74,Delivered
26481,9985,141,07-08-2024,918.86,Delivered
26482,613,1929,06-07-2024,1633.96,Delivered
26483,1302,327,07-11-2025,1213.6,Delivered
26484,7024,574,15-05-2024,727.76,Delivered
26485,3142,1539,18-12-2024,632.22,Delivered
26486,3263,829,16-02-2024,1636.42,Delivered
26487,1838,394,30-10-2024,399.96,Delivered
26488,2227,959,08-11-2024,1466.22,Delivered
26489,4648,1150,26-04-2025,773.58,Delivered
26490,5135,927,30-12-2024,1660.66,Delivered
26491,9541,1839,26-08-2024,409.41,Delivered
26492,8104,550,10-03-2024,1578.29,Delivered
26493,5159,1334,12-01-2026,422.62,Delivered
26494,2030,247,29-06-2024,2716.86,Delivered
26495,5004,796,19-03-2026,420.44,Delivered
26496,7967,1473,16-03-2026,810.31,Delivered
26497,1676,476,07-05-2024,189.01,Delivered
26498,595,1193,07-08-2024,1331.13,Delivered
26499,358,332,31-05-2025,1202.74,Delivered
26500,8367,228,15-10-2024,762.72,Cancelled
26501,9056,1064,10-01-2025,1860.3,Delivered
26502,7577,1358,16-10-2025,418.32,Delivered
26503,362,248,08-11-2024,459.07,Delivered
26504,9352,1837,31-10-2025,831.36,Delivered
26505,9378,476,22-07-2024,324.11,Delivered
26506,5253,260,15-07-2024,503.03,Delivered
26507,7203,440,27-02-2024,2080.82,Delivered
26508,8217,369,19-03-2025,1713.4,Delivered
26509,2835,199,16-03-2024,459.07,Delivered
26510,3281,1601,15-02-2026,237.35,Delivered
26511,3538,1020,22-12-2025,1824.65,Delivered
26512,2441,789,17-08-2025,783.04,Delivered
26513,6556,1903,22-02-2025,1144.08,Delivered
26514,9629,748,11-12-2025,382.17,Delivered
26515,5994,366,26-09-2025,247.46,Delivered
26516,4661,533,21-05-2025,466.96,Delivered
26517,4680,500,12-09-2024,1850.18,Delivered
26518,6453,1024,15-04-2025,1337.92,Delivered
26519,9021,567,19-03-2026,1746.26,Delivered
26520,937,1055,17-09-2024,470.61,Delivered
26521,7608,1349,03-12-2024,324.42,Delivered
26522,3859,1559,17-11-2025,1931.49,Delivered
26523,5860,1430,15-12-2024,1304.73,Delivered
26524,660,444,27-08-2024,1835.44,Cancelled
26525,7773,251,09-05-2025,1050.68,Cancelled
26526,1209,1101,25-05-2026,2171.97,Delivered
26527,8469,430,29-01-2025,285.51,Delivered
26528,9547,188,28-05-2026,1033.1,Delivered
26529,5777,1075,25-02-2025,355.96,Delivered
26530,755,654,28-02-2026,1076.98,Delivered
26531,6761,1512,09-08-2025,1290.48,Delivered
26532,8460,620,02-04-2025,803.01,Delivered
26533,8479,1955,21-04-2024,1745.85,Delivered
26534,8912,1517,08-11-2024,1556.05,Delivered
26535,5588,128,12-01-2025,1265.05,Cancelled
26536,3768,1048,14-09-2025,1481.42,Delivered
26537,2363,1137,02-08-2024,1420.07,Delivered
26538,5761,1403,13-04-2024,2145.08,Delivered
26539,6198,1024,23-09-2025,468.46,Delivered
26540,3239,999,26-08-2025,1331.84,Delivered
26541,5048,741,19-09-2025,124.35,Delivered
26542,5793,532,16-04-2026,1502.8,Delivered
26543,9966,1892,24-08-2025,436.88,Delivered
26544,6127,630,22-06-2024,1204.1,Delivered
26545,2976,140,22-07-2024,909.52,Delivered
26546,7293,367,11-12-2024,849.71,Delivered
26547,3089,1716,24-12-2025,1578.86,Delivered
26548,7403,1186,07-03-2025,247.46,Delivered
26549,2663,1562,13-10-2025,1419.3,Delivered
26550,4235,1623,19-08-2024,996.97,Delivered
26551,3564,1649,13-12-2025,1265.4,Delivered
26552,1390,1109,22-08-2025,1282.68,Delivered
26553,4915,389,27-07-2025,1961.66,Delivered
26554,9733,320,17-09-2025,940.69,Delivered
26555,2675,1161,01-01-2025,467.08,Delivered
26556,7078,737,03-05-2026,758.87,Delivered
26557,7123,1124,17-06-2025,1578.1,Delivered
26558,8287,1024,23-01-2025,2075.6,Delivered
26559,7691,1210,28-03-2026,811.19,Delivered
26560,4078,70,18-02-2025,638.58,Cancelled
26561,2949,70,17-05-2025,1469.57,Delivered
26562,2125,1454,15-09-2025,1760.62,Delivered
26563,9365,416,21-02-2025,1228.26,Delivered
26564,9882,1322,24-03-2026,855.61,Delivered
26565,5875,1105,09-01-2025,651.22,Delivered
26566,2446,1956,17-08-2025,1377.45,Delivered
26567,6310,1671,07-04-2024,1184.88,Delivered
26568,2265,838,20-01-2026,573.93,Delivered
26569,6502,1238,01-01-2024,1247.34,Delivered
26570,7162,254,11-11-2024,938.46,Delivered
26571,5378,784,28-08-2024,1646.9,Delivered
26572,2152,1465,20-03-2026,1388.25,Delivered
26573,247,1249,31-05-2025,266.24,Delivered
26574,110,1002,16-05-2025,483.18,Delivered
26575,3144,387,26-03-2024,1082.9,Delivered
26576,5741,1616,18-04-2024,1168.72,Delivered
26577,2450,533,10-01-2025,737.48,Delivered
26578,541,1642,29-09-2025,1801.83,Delivered
26579,288,1229,31-05-2026,176.07,Delivered
26580,5117,752,17-07-2025,505.52,Delivered
26581,4485,89,26-02-2026,1407.4,Delivered
26582,4904,489,09-04-2024,856.64,Delivered
26583,9426,1774,18-11-2025,914.48,Delivered
26584,498,1639,10-03-2025,1007.67,Delivered
26585,838,1163,12-03-2026,1981.75,Delivered
26586,4526,956,24-06-2026,403.84,Delivered
26587,3546,1310,11-04-2025,1259.16,Delivered
26588,8577,956,27-10-2024,396.08,Delivered
26589,1588,1304,17-06-2026,1035.74,Delivered
26590,3240,604,21-02-2026,457.32,Delivered
26591,2323,1677,11-05-2025,552.28,Delivered
26592,2005,1418,23-03-2024,1864.84,Delivered
26593,682,662,03-03-2025,787.19,Delivered
26594,5574,1665,27-06-2025,1973.15,Delivered
26595,1691,1007,18-02-2024,580.54,Delivered
26596,7440,384,18-08-2025,330.13,Delivered
26597,7176,172,24-09-2024,694.3,Delivered
26598,7512,1413,14-02-2024,1355.12,Delivered
26599,2291,1728,15-10-2025,933.92,Delivered
26600,2886,1619,25-05-2025,1258.86,Delivered
26601,5394,1328,17-01-2024,124.35,Delivered
26602,9918,306,22-05-2026,1686.71,Delivered
26603,8786,208,01-03-2024,793.99,Delivered
26604,4846,691,12-03-2025,1883.68,Delivered
26605,8236,1713,24-08-2024,1363.16,Cancelled
26606,3913,1920,27-12-2024,807.33,Delivered
26607,9682,504,13-11-2025,1404.69,Delivered
26608,8794,1523,25-10-2025,670.63,Delivered
26609,8445,1161,28-10-2025,2048.23,Delivered
26610,5744,70,12-05-2024,1642.87,Delivered
26611,5450,1102,20-09-2024,1459.99,Delivered
26612,9711,1617,29-06-2025,1392.57,Delivered
26613,1042,533,19-10-2024,1897.24,Cancelled
26614,2235,1793,05-03-2025,1230.23,Delivered
26615,6845,497,16-05-2024,1539.46,Delivered
26616,7634,168,20-02-2024,922.22,Delivered
26617,4958,350,07-03-2025,788.56,Delivered
