Order_Item_ID,Order_ID,Menu_ID,Quantity,Amount
24066,12019,259,2,405.92
24067,12020,465,1,199.92
24068,12020,264,1,382.22
24069,12020,169,1,483.14
24070,12021,112,1,473.61
24071,12021,161,2,260.24
24072,12022,269,1,247.29
24073,12023,164,2,584.08
24074,12023,429,2,217.42
24075,12024,392,2,367.22
24076,12024,492,1,239.44
24077,12024,406,1,403.84
24078,12025,184,1,491.39
24079,12026,488,1,266.42
24080,12027,343,1,414.47
24081,12027,107,2,792.16
24082,12028,352,1,391.96
24083,12028,4,1,268.87
24084,12028,253,2,331.14
24085,12029,255,2,717.86
24086,12030,337,2,901.16
24087,12030,362,2,588.68
24088,12031,455,2,238.62
24089,12031,324,1,462.7
24090,12031,466,1,361.08
24091,12032,66,2,682.24
24092,12033,128,1,251.43
24093,12034,63,1,418.43
24094,12034,244,2,497.54
24095,12035,161,2,260.24
24096,12035,336,2,621.12
24097,12035,39,2,352.14
24098,12036,20,2,568.36
24099,12036,320,2,485.78
24100,12037,222,2,352.8
24101,12037,253,2,331.14
24102,12038,302,2,453.16
24103,12038,300,1,391.91
24104,12038,374,2,863.56
24105,12039,427,2,778.42
24106,12039,138,2,921.66
24107,12040,438,2,598.54
24108,12041,4,2,537.74
24109,12041,222,2,352.8
24110,12042,396,2,667.84
24111,12043,490,1,282.46
24112,12044,251,2,562.12
24113,12044,208,1,296.43
24114,12045,455,2,238.62
24115,12045,428,2,798.26
24116,12045,96,2,520.92
24117,12046,97,1,419.88
24118,12046,421,2,585.66
24119,12047,422,2,764.34
24120,12047,44,1,106.36
24121,12048,165,1,327.53
24122,12048,343,1,414.47
24123,12048,94,2,977.84
24124,12049,49,2,660.26
24125,12050,145,1,276.37
24126,12050,331,2,332.16
24127,12050,289,1,428.32
24128,12051,56,1,313.49
24129,12052,40,1,351.45
24130,12052,218,2,285.98
24131,12052,279,2,370.68
24132,12053,228,1,292.24
24133,12054,302,1,226.58
24134,12055,22,1,444.82
24135,12055,147,2,371.52
24136,12056,400,2,855.94
24137,12056,96,1,260.46
24138,12056,227,1,464.15
24139,12057,188,2,990.22
24140,12058,42,2,578.08
24141,12058,373,2,795.58
24142,12058,396,1,333.92
24143,12059,123,2,705.42
24144,12059,415,1,434.86
24145,12059,302,1,226.58
24146,12060,40,1,351.45
24147,12060,339,1,210.97
24148,12060,219,2,331.76
24149,12061,354,1,115.23
24150,12061,375,1,267.72
24151,12062,93,1,237.35
24152,12063,58,2,741.86
24153,12064,479,2,664.28
24154,12065,273,2,679.18
24155,12065,380,2,844.34
24156,12065,140,1,215.31
24157,12066,176,1,301.27
24158,12067,130,2,919.38
24159,12068,58,1,370.93
24160,12068,234,2,609.14
24161,12068,471,1,341.96
24162,12069,428,2,798.26
24163,12069,460,1,124.46
24164,12070,462,2,433.5
24165,12070,70,1,262.1
24166,12071,126,2,885.04
24167,12072,387,2,419
24168,12072,328,2,245.56
24169,12073,429,2,217.42
24170,12074,50,1,260.35
24171,12074,457,2,988.34
24172,12075,411,2,531.88
24173,12075,195,2,511.4
24174,12076,61,2,455.28
24175,12077,189,1,354.28
24176,12077,337,1,450.58
24177,12078,27,1,357.73
24178,12078,95,2,532.48
24179,12079,144,2,338.82
24180,12079,482,2,981.16
24181,12079,442,2,720.56
24182,12080,110,2,362.7
24183,12080,70,2,524.2
24184,12080,410,2,426.3
24185,12081,133,2,298.42
24186,12082,274,1,446.86
24187,12082,269,1,247.29
24188,12083,144,1,169.41
24189,12083,144,1,169.41
24190,12083,432,2,217.94
24191,12084,95,1,266.24
24192,12084,225,2,403.46
24193,12085,103,2,426.64
24194,12085,74,2,978.64
24195,12085,246,2,694.78
24196,12086,101,2,355.96
24197,12086,128,1,251.43
24198,12086,259,1,202.96
24199,12087,389,1,439
24200,12087,377,2,876.56
24201,12088,46,2,403.94
24202,12089,86,2,293.36
24203,12089,192,1,105.3
24204,12090,459,2,741.9
24205,12091,355,1,278.9
24206,12091,168,1,119.49
24207,12091,433,2,832.48
24208,12092,24,2,247.46
24209,12093,52,1,385.55
24210,12093,436,1,130.49
24211,12093,407,1,237
24212,12094,470,1,106.36
24213,12095,143,1,496.28
24214,12095,93,2,474.7
24215,12096,349,2,712.72
24216,12096,246,2,694.78
24217,12097,365,1,399.79
24218,12097,39,2,352.14
24219,12098,430,2,247.64
24220,12098,105,2,490.46
24221,12098,461,2,852.16
24222,12099,263,2,335.66
24223,12099,105,2,490.46
24224,12100,312,2,484.46
24225,12101,277,1,363.88
24226,12102,102,2,567.5
24227,12102,408,2,771.6
24228,12103,229,2,646.34
24229,12104,280,1,401.41
24230,12104,124,2,625.18
24231,12105,445,2,914.48
24232,12106,468,1,121.69
24233,12106,412,2,791.84
24234,12107,234,1,304.57
24235,12108,412,1,395.92
24236,12108,260,1,105.54
24237,12109,302,1,226.58
24238,12109,130,1,459.69
24239,12109,233,2,969.8
24240,12110,56,2,626.98
24241,12111,453,1,421.78
24242,12111,113,1,133.62
24243,12111,297,1,116.14
24244,12112,140,2,430.62
24245,12113,366,1,390.7
24246,12113,499,2,844.74
24247,12114,93,2,474.7
24248,12114,367,2,781.94
24249,12115,328,1,122.78
24250,12115,440,1,279.53
24251,12116,33,2,767
24252,12117,49,1,330.13
24253,12118,148,1,462.97
24254,12118,336,1,310.56
24255,12119,25,1,466.96
24256,12120,432,2,217.94
24257,12121,157,1,226.43
24258,12121,253,2,331.14
24259,12121,415,2,869.72
24260,12122,23,2,782.82
24261,12122,267,1,387.36
24262,12123,158,2,295.38
24263,12123,212,2,207.16
24264,12124,262,1,436.88
24265,12124,309,2,546.92
24266,12125,483,1,472.72
24267,12125,104,2,413.08
24268,12125,153,1,424.79
24269,12126,61,1,227.64
24270,12126,289,1,428.32
24271,12126,226,1,121.08
24272,12127,333,1,224.32
24273,12127,89,2,499.52
24274,12128,222,2,352.8
24275,12129,337,2,901.16
24276,12129,351,2,562.52
24277,12129,47,1,457.71
24278,12130,118,1,496.65
24279,12130,284,1,337.21
24280,12131,498,1,345.35
24281,12131,327,2,337.14
24282,12131,183,2,744.44
24283,12132,135,2,418.48
24284,12132,275,1,209.3
24285,12133,199,1,350.66
24286,12134,207,2,615.1
24287,12135,174,1,499.06
24288,12136,2,1,161.31
24289,12136,47,1,457.71
24290,12137,246,1,347.39
24291,12137,320,1,242.89
24292,12137,417,2,255.36
24293,12138,120,2,713.24
24294,12138,442,2,720.56
24295,12138,163,2,885.3
24296,12139,72,1,162.21
24297,12140,343,2,828.94
24298,12140,103,1,213.32
24299,12141,55,2,507.3
24300,12141,27,1,357.73
24301,12141,473,1,189.01
24302,12142,391,1,450.95
24303,12142,20,2,568.36
24304,12143,316,2,506.46
24305,12143,495,2,366.42
24306,12143,214,1,409.1
24307,12144,308,1,489.23
24308,12145,88,1,153.28
24309,12145,421,2,585.66
24310,12146,322,2,925.76
24311,12147,400,2,855.94
24312,12147,245,1,440.19
24313,12148,457,1,494.17
24314,12149,56,2,626.98
24315,12149,383,2,881.54
24316,12149,489,1,406.1
24317,12150,121,1,166.68
24318,12150,97,2,839.76
24319,12151,243,2,436.28
24320,12151,61,2,455.28
24321,12152,80,1,352.31
24322,12152,34,1,299.54
24323,12152,495,1,183.21
24324,12153,107,2,792.16
24325,12153,332,2,309.42
24326,12153,96,1,260.46
24327,12154,55,2,507.3
24328,12154,74,2,978.64
24329,12155,480,2,943.84
24330,12155,477,2,747.32
24331,12155,197,1,251.05
24332,12156,276,1,490.11
24333,12156,53,1,419.96
24334,12157,240,2,263.96
24335,12158,170,2,850.22
24336,12158,354,1,115.23
24337,12159,237,2,940.4
24338,12159,204,1,424.82
24339,12159,395,1,371.46
24340,12160,176,1,301.27
24341,12161,423,1,233.48
24342,12161,373,1,397.79
24343,12161,142,1,451.38
24344,12162,476,2,784.92
24345,12163,380,2,844.34
24346,12163,237,1,470.2
24347,12163,1,2,231.2
24348,12164,477,2,747.32
24349,12165,138,2,921.66
24350,12165,428,1,399.13
24351,12166,136,2,592.9
24352,12167,417,2,255.36
24353,12167,174,1,499.06
24354,12167,355,1,278.9
24355,12168,121,1,166.68
24356,12168,32,2,388.58
24357,12169,6,2,945.58
24358,12170,138,1,460.83
24359,12171,308,1,489.23
24360,12171,482,2,981.16
24361,12172,257,2,422.62
24362,12172,400,2,855.94
24363,12173,12,1,366.19
24364,12173,352,2,783.92
24365,12173,443,1,460.77
24366,12174,356,1,457.8
24367,12175,246,1,347.39
24368,12175,54,1,223.33
24369,12175,225,2,403.46
24370,12176,312,1,242.23
24371,12177,126,2,885.04
24372,12177,361,1,458.42
24373,12178,393,2,699.34
24374,12178,265,2,626.6
24375,12179,400,2,855.94
24376,12179,349,2,712.72
24377,12179,435,1,454.06
24378,12180,382,1,440.84
24379,12180,340,1,332.97
24380,12180,68,1,321.14
24381,12181,267,2,774.72
24382,12182,462,2,433.5
24383,12182,12,2,732.38
24384,12183,120,2,713.24
24385,12184,372,1,475.28
24386,12184,398,1,346.62
24387,12184,101,2,355.96
24388,12185,214,2,818.2
24389,12185,134,1,463.94
24390,12185,63,2,836.86
24391,12186,167,2,918.14
24392,12186,199,2,701.32
24393,12186,193,2,536.58
24394,12187,210,2,703.06
24395,12188,274,1,446.86
24396,12188,486,1,285.51
24397,12188,329,1,300.16
24398,12189,21,2,308.78
24399,12189,168,2,238.98
24400,12190,208,1,296.43
24401,12190,304,1,426.92
24402,12191,183,2,744.44
24403,12191,91,1,202.17
24404,12191,304,1,426.92
24405,12192,174,2,998.12
24406,12192,177,2,312.26
24407,12192,11,1,453.72
24408,12193,194,1,397.38
24409,12193,215,1,275.11
24410,12193,155,1,441.63
24411,12194,297,1,116.14
24412,12194,448,1,303.04
24413,12195,182,2,628.06
24414,12195,118,1,496.65
24415,12195,328,2,245.56
24416,12196,109,1,477.32
24417,12196,81,2,245.22
24418,12196,96,2,520.92
24419,12197,361,2,916.84
24420,12197,438,2,598.54
24421,12197,46,1,201.97
24422,12198,141,1,334.65
24423,12198,146,2,363.44
24424,12199,39,2,352.14
24425,12199,198,2,891.94
24426,12199,429,1,108.71
24427,12200,129,1,302.27
24428,12200,374,2,863.56
24429,12200,124,2,625.18
24430,12201,226,2,242.16
24431,12201,278,2,758.02
24432,12202,43,2,747.56
24433,12202,290,1,356.52
24434,12203,74,1,489.32
24435,12203,102,2,567.5
24436,12204,34,1,299.54
24437,12204,356,1,457.8
24438,12205,252,2,900.08
24439,12206,224,2,201.32
24440,12206,376,2,834.48
24441,12207,228,1,292.24
24442,12207,387,2,419
24443,12207,120,2,713.24
24444,12208,334,2,724.32
24445,12208,489,1,406.1
24446,12209,111,2,897.02
24447,12209,181,1,397.11
24448,12210,339,1,210.97
24449,12210,188,2,990.22
24450,12210,81,2,245.22
24451,12211,384,2,671.2
24452,12211,59,2,398.76
24453,12211,308,2,978.46
24454,12212,304,2,853.84
24455,12213,43,1,373.78
24456,12213,395,1,371.46
24457,12214,467,1,446.01
24458,12214,137,1,344.18
24459,12215,304,2,853.84
24460,12215,18,1,301.92
24461,12216,347,1,234.55
24462,12216,227,1,464.15
24463,12216,137,2,688.36
24464,12217,80,1,352.31
24465,12218,211,1,254.3
24466,12219,169,2,966.28
24467,12219,397,1,474.23
24468,12219,126,2,885.04
24469,12220,351,1,281.26
24470,12220,328,1,122.78
24471,12221,296,1,350.29
24472,12221,383,1,440.77
24473,12221,499,1,422.37
24474,12222,159,1,247.43
24475,12222,121,1,166.68
24476,12222,331,2,332.16
24477,12223,204,1,424.82
24478,12223,342,2,479.24
24479,12224,318,2,883.68
24480,12225,34,2,599.08
24481,12225,497,2,603.42
24482,12225,15,2,988.14
24483,12226,214,1,409.1
24484,12226,498,2,690.7
24485,12227,473,2,378.02
24486,12228,425,2,533.78
24487,12228,257,2,422.62
24488,12229,325,1,230.66
24489,12229,72,1,162.21
24490,12229,126,1,442.52
24491,12230,351,2,562.52
24492,12231,318,1,441.84
24493,12232,76,2,864.34
24494,12232,27,1,357.73
24495,12232,251,1,281.06
24496,12233,49,2,660.26
24497,12233,126,2,885.04
24498,12234,241,1,399.01
24499,12234,445,1,457.24
24500,12235,20,1,284.18
24501,12235,473,2,378.02
24502,12235,313,1,320.62
24503,12236,311,2,306.7
24504,12236,212,2,207.16
24505,12236,449,1,214.74
24506,12237,47,1,457.71
24507,12237,39,2,352.14
24508,12238,202,2,447.6
24509,12238,12,2,732.38
24510,12238,131,1,129.84
24511,12239,500,2,756.64
24512,12239,317,2,773.34
24513,12240,111,2,897.02
24514,12240,486,1,285.51
24515,12241,337,1,450.58
24516,12241,462,1,216.75
24517,12241,359,2,818.76
24518,12242,122,2,850.36
24519,12242,116,1,455.76
24520,12243,94,2,977.84
24521,12243,324,1,462.7
24522,12244,493,1,232.33
24523,12244,15,1,494.07
24524,12244,139,1,364.25
24525,12245,412,1,395.92
24526,12245,362,2,588.68
24527,12245,419,2,740.58
24528,12246,430,2,247.64
24529,12246,350,1,288.25
24530,12247,99,2,535.68
24531,12247,51,1,269.48
24532,12247,183,1,372.22
24533,12248,21,1,154.39
24534,12248,299,2,684.2
24535,12249,305,2,383.9
24536,12250,406,2,807.68
24537,12250,32,2,388.58
24538,12251,414,1,228.07
24539,12251,172,1,204.03
24540,12252,81,1,122.61
24541,12252,410,1,213.15
24542,12253,224,1,100.66
24543,12254,141,2,669.3
24544,12255,91,1,202.17
24545,12256,116,1,455.76
24546,12256,189,2,708.56
24547,12256,343,1,414.47
24548,12257,120,2,713.24
24549,12257,354,1,115.23
24550,12258,185,1,475.91
24551,12258,471,2,683.92
24552,12259,229,2,646.34
24553,12259,43,1,373.78
24554,12259,144,2,338.82
24555,12260,427,2,778.42
24556,12260,472,1,179.69
24557,12260,94,2,977.84
24558,12261,65,1,384.05
24559,12262,469,2,344.58
24560,12262,197,1,251.05
24561,12262,395,1,371.46
24562,12263,6,2,945.58
24563,12263,448,2,606.08
24564,12264,139,2,728.5
24565,12264,164,2,584.08
24566,12265,233,2,969.8
24567,12265,261,2,580.54
24568,12266,138,1,460.83
24569,12267,74,2,978.64
24570,12267,320,1,242.89
24571,12267,156,1,124.46
24572,12268,89,1,249.76
24573,12269,134,1,463.94
24574,12269,270,2,615.06
24575,12270,225,2,403.46
24576,12271,279,1,185.34
24577,12271,9,2,806.7
24578,12272,1,2,231.2
24579,12272,306,1,122.27
24580,12272,89,2,499.52
24581,12273,442,2,720.56
24582,12273,454,2,844.32
24583,12274,304,2,853.84
24584,12274,294,1,106.35
24585,12275,173,1,396.06
24586,12275,408,2,771.6
24587,12276,69,1,364.61
24588,12276,219,2,331.76
24589,12276,447,1,187.4
24590,12277,471,1,341.96
24591,12277,72,1,162.21
24592,12278,303,1,408.75
24593,12278,178,1,261.8
24594,12279,265,2,626.6
24595,12279,420,1,343.31
24596,12280,479,1,332.14
24597,12281,323,2,514.24
24598,12281,448,2,606.08
24599,12282,33,2,767
24600,12283,208,1,296.43
24601,12284,30,1,325.61
24602,12284,88,2,306.56
24603,12285,270,1,307.53
24604,12286,333,2,448.64
24605,12286,474,1,464.24
24606,12287,366,1,390.7
24607,12287,86,2,293.36
24608,12287,213,1,131.01
24609,12288,410,2,426.3
24610,12288,204,1,424.82
24611,12288,485,2,566.14
24612,12289,481,2,588.42
24613,12290,134,1,463.94
24614,12290,206,2,836.64
24615,12290,259,2,405.92
24616,12291,370,2,336.38
24617,12291,379,1,363.87
24618,12291,93,2,474.7
24619,12292,33,2,767
24620,12292,495,2,366.42
24621,12292,99,1,267.84
24622,12293,435,2,908.12
24623,12293,114,2,284.2
24624,12294,499,1,422.37
24625,12294,399,1,156.88
24626,12295,144,2,338.82
24627,12295,289,1,428.32
24628,12295,98,1,311.27
24629,12296,482,1,490.58
24630,12296,303,1,408.75
24631,12296,311,1,153.35
24632,12297,487,1,196.07
24633,12297,43,1,373.78
24634,12298,275,2,418.6
24635,12299,267,1,387.36
24636,12299,222,2,352.8
24637,12300,40,2,702.9
24638,12300,484,1,299.47
24639,12300,70,1,262.1
24640,12301,194,2,794.76
24641,12301,156,1,124.46
24642,12301,104,1,206.54
24643,12302,405,1,324.11
24644,12303,490,2,564.92
24645,12303,412,2,791.84
24646,12304,94,1,488.92
24647,12304,341,2,248.7
24648,12304,159,2,494.86
24649,12305,345,2,457.32
24650,12306,326,1,132.76
24651,12306,386,1,170.06
24652,12307,393,2,699.34
24653,12307,38,1,450.56
24654,12307,263,2,335.66
24655,12308,261,1,290.27
24656,12309,279,1,185.34
24657,12309,189,2,708.56
24658,12310,176,2,602.54
24659,12310,338,2,304.52
24660,12311,16,1,482.9
24661,12311,64,2,477.44
24662,12311,83,2,539.3
24663,12312,250,2,801.96
24664,12312,366,1,390.7
24665,12312,337,1,450.58
24666,12313,68,1,321.14
24667,12313,493,1,232.33
24668,12313,445,2,914.48
24669,12314,18,2,603.84
24670,12315,404,1,100.37
24671,12315,263,2,335.66
24672,12316,471,1,341.96
24673,12316,136,2,592.9
24674,12317,411,2,531.88
24675,12318,470,1,106.36
24676,12318,235,2,381.46
24677,12319,382,2,881.68
24678,12319,334,2,724.32
24679,12319,424,2,692.02
24680,12320,453,2,843.56
24681,12320,92,1,375.61
24682,12321,432,2,217.94
24683,12321,71,1,415.61
24684,12322,180,2,960.12
24685,12322,239,1,256.44
24686,12322,127,1,407.31
24687,12323,296,2,700.58
24688,12323,174,1,499.06
24689,12323,79,2,951.26
24690,12324,321,2,741.22
24691,12324,375,1,267.72
24692,12324,392,1,183.61
24693,12325,239,2,512.88
24694,12325,324,1,462.7
24695,12326,107,1,396.08
24696,12327,413,2,575.82
24697,12327,193,2,536.58
24698,12327,225,2,403.46
24699,12328,474,2,928.48
24700,12328,101,2,355.96
24701,12329,261,2,580.54
24702,12329,79,2,951.26
24703,12329,257,2,422.62
24704,12330,98,2,622.54
24705,12331,71,1,415.61
24706,12331,361,1,458.42
24707,12332,444,2,997.28
24708,12332,14,1,200.63
24709,12333,73,1,199.57
24710,12333,499,1,422.37
24711,12333,372,2,950.56
24712,12334,160,2,955.1
24713,12335,275,1,209.3
24714,12336,244,1,248.77
24715,12336,126,2,885.04
24716,12336,198,1,445.97
24717,12337,268,2,483.18
24718,12337,89,1,249.76
24719,12338,344,2,706.56
24720,12338,87,1,376.46
24721,12338,47,2,915.42
24722,12339,393,1,349.67
24723,12339,363,1,443.89
24724,12339,493,1,232.33
24725,12340,46,2,403.94
24726,12340,237,2,940.4
24727,12340,403,1,115.22
24728,12341,262,2,873.76
24729,12341,182,1,314.03
24730,12342,475,2,632.22
24731,12342,50,2,520.7
24732,12343,99,2,535.68
24733,12344,158,2,295.38
24734,12344,426,1,224.92
24735,12344,345,2,457.32
24736,12345,244,2,497.54
24737,12345,169,2,966.28
24738,12346,279,1,185.34
24739,12346,114,1,142.1
24740,12347,119,1,232.98
24741,12348,170,2,850.22
24742,12349,258,1,207.87
24743,12349,145,2,552.74
24744,12350,494,2,908.5
24745,12350,225,2,403.46
24746,12350,427,2,778.42
24747,12351,448,2,606.08
24748,12351,500,2,756.64
24749,12352,176,1,301.27
24750,12352,482,2,981.16
24751,12352,484,2,598.94
24752,12353,228,1,292.24
24753,12353,436,2,260.98
24754,12354,86,1,146.68
24755,12354,14,1,200.63
24756,12354,241,2,798.02
24757,12355,195,2,511.4
24758,12356,453,1,421.78
24759,12356,435,2,908.12
24760,12357,181,1,397.11
24761,12357,413,1,287.91
24762,12358,218,1,142.99
24763,12359,208,1,296.43
24764,12359,147,2,371.52
24765,12359,65,1,384.05
24766,12360,15,2,988.14
24767,12360,397,1,474.23
24768,12360,287,2,582.28
24769,12361,246,2,694.78
24770,12361,96,1,260.46
24771,12361,37,2,695.52
24772,12362,318,1,441.84
24773,12363,159,1,247.43
24774,12363,475,2,632.22
24775,12363,174,1,499.06
24776,12364,304,2,853.84
24777,12364,232,1,415.68
24778,12364,188,1,495.11
24779,12365,137,1,344.18
24780,12366,224,2,201.32
24781,12366,487,1,196.07
24782,12367,140,2,430.62
24783,12367,457,2,988.34
24784,12368,388,2,748.52
24785,12368,222,2,352.8
24786,12368,67,1,321.23
24787,12369,356,1,457.8
24788,12369,361,1,458.42
24789,12370,44,1,106.36
24790,12370,450,1,384.76
24791,12371,106,1,386.64
24792,12371,225,1,201.73
24793,12372,411,2,531.88
24794,12373,306,2,244.54
24795,12374,342,2,479.24
24796,12374,232,2,831.36
24797,12374,446,1,175.44
24798,12375,13,1,322.05
24799,12375,17,2,444.26
24800,12375,198,1,445.97
24801,12376,445,2,914.48
24802,12377,107,1,396.08
24803,12377,138,2,921.66
24804,12378,255,1,358.93
24805,12378,36,1,482.93
24806,12379,301,1,314.19
24807,12379,327,1,168.57
24808,12379,401,2,731.82
24809,12380,97,1,419.88
24810,12381,222,2,352.8
24811,12381,360,2,458.2
24812,12382,32,2,388.58
24813,12382,88,1,153.28
24814,12383,361,1,458.42
24815,12383,274,2,893.72
24816,12384,243,2,436.28
24817,12384,106,2,773.28
24818,12385,456,2,396.16
24819,12385,18,1,301.92
24820,12385,128,2,502.86
24821,12386,228,1,292.24
24822,12386,47,1,457.71
24823,12386,270,2,615.06
24824,12387,298,2,669.3
24825,12388,287,2,582.28
24826,12389,174,2,998.12
24827,12389,6,2,945.58
24828,12390,268,1,241.59
24829,12390,259,2,405.92
24830,12390,463,2,269.46
24831,12391,67,2,642.46
24832,12392,260,1,105.54
24833,12392,413,1,287.91
24834,12392,467,1,446.01
24835,12393,320,2,485.78
24836,12394,137,2,688.36
24837,12395,24,1,123.73
24838,12395,103,1,213.32
24839,12395,106,1,386.64
24840,12396,102,2,567.5
24841,12396,46,1,201.97
24842,12396,24,2,247.46
24843,12397,493,1,232.33
24844,12397,267,2,774.72
24845,12397,476,1,392.46
24846,12398,129,1,302.27
24847,12398,28,1,173.03
24848,12399,196,1,390.16
24849,12399,14,2,401.26
24850,12399,298,1,334.65
24851,12400,133,1,149.21
24852,12401,151,2,499.72
24853,12402,179,1,219.94
24854,12402,345,1,228.66
24855,12403,377,2,876.56
24856,12403,376,1,417.24
24857,12404,34,2,599.08
24858,12405,210,1,351.53
24859,12405,172,1,204.03
24860,12405,147,1,185.76
24861,12406,328,2,245.56
24862,12406,350,2,576.5
24863,12407,182,2,628.06
24864,12408,87,1,376.46
24865,12409,472,2,359.38
24866,12409,132,1,349.62
24867,12409,86,2,293.36
24868,12410,49,2,660.26
24869,12410,301,1,314.19
24870,12410,157,2,452.86
24871,12411,357,1,468.46
24872,12411,438,1,299.27
24873,12411,268,1,241.59
24874,12412,338,2,304.52
24875,12412,369,2,464.2
24876,12412,158,2,295.38
24877,12413,246,2,694.78
24878,12414,268,2,483.18
24879,12415,342,2,479.24
24880,12415,218,1,142.99
24881,12416,162,2,623.22
24882,12416,398,2,693.24
24883,12417,340,1,332.97
24884,12417,247,2,810.28
24885,12418,162,2,623.22
24886,12419,358,2,941.22
24887,12419,387,2,419
24888,12420,364,1,324.05
24889,12420,369,1,232.1
24890,12421,65,2,768.1
24891,12422,249,1,425.77
24892,12423,397,2,948.46
24893,12423,180,2,960.12
24894,12423,343,1,414.47
24895,12424,465,1,199.92
24896,12424,305,2,383.9
24897,12425,41,2,471.56
24898,12425,491,1,224.46
24899,12425,382,2,881.68
24900,12426,302,1,226.58
24901,12427,76,2,864.34
24902,12427,349,1,356.36
24903,12428,67,1,321.23
24904,12428,252,2,900.08
24905,12429,370,2,336.38
24906,12430,350,1,288.25
24907,12430,472,1,179.69
24908,12430,7,2,586.54
24909,12431,321,1,370.61
24910,12432,46,1,201.97
24911,12433,233,1,484.9
24912,12433,468,2,243.38
24913,12434,151,1,249.86
24914,12434,318,2,883.68
24915,12434,333,2,448.64
24916,12435,463,2,269.46
24917,12435,160,2,955.1
24918,12435,329,1,300.16
24919,12436,114,2,284.2
24920,12437,41,1,235.78
24921,12437,249,2,851.54
24922,12438,492,1,239.44
24923,12439,455,1,119.31
24924,12439,107,1,396.08
24925,12440,496,1,459.81
24926,12440,213,1,131.01
24927,12440,315,1,353.09
24928,12441,384,1,335.6
24929,12442,413,1,287.91
24930,12442,416,2,634.68
24931,12442,412,2,791.84
24932,12443,1,2,231.2
24933,12443,122,2,850.36
24934,12444,439,2,596.82
24935,12444,402,1,235.77
24936,12444,124,1,312.59
24937,12445,290,1,356.52
24938,12445,158,2,295.38
24939,12445,293,2,554.86
24940,12446,491,2,448.92
24941,12446,212,1,103.58
24942,12446,228,1,292.24
24943,12447,227,2,928.3
24944,12447,212,2,207.16
24945,12447,298,1,334.65
24946,12448,27,2,715.46
24947,12448,130,1,459.69
24948,12448,499,1,422.37
24949,12449,136,2,592.9
24950,12449,466,2,722.16
24951,12449,9,1,403.35
24952,12450,459,1,370.95
24953,12450,27,1,357.73
24954,12451,322,1,462.88
24955,12452,239,2,512.88
24956,12453,354,1,115.23
24957,12453,396,1,333.92
24958,12454,154,2,488.1
24959,12454,477,1,373.66
24960,12454,312,1,242.23
24961,12455,81,2,245.22
24962,12456,478,1,126.73
24963,12456,425,2,533.78
24964,12456,330,1,151.81
24965,12457,445,2,914.48
24966,12457,499,1,422.37
24967,12457,227,1,464.15
24968,12458,249,1,425.77
24969,12458,190,2,936.74
24970,12459,126,1,442.52
24971,12459,65,1,384.05
24972,12459,273,1,339.59
24973,12460,270,2,615.06
24974,12461,137,2,688.36
24975,12461,151,2,499.72
24976,12462,185,1,475.91
24977,12462,147,1,185.76
24978,12462,444,2,997.28
24979,12463,145,2,552.74
24980,12464,64,2,477.44
24981,12464,197,1,251.05
24982,12465,384,2,671.2
24983,12466,26,2,708.88
24984,12466,123,2,705.42
24985,12467,415,2,869.72
24986,12468,83,1,269.65
24987,12468,304,1,426.92
24988,12468,27,2,715.46
24989,12469,180,1,480.06
24990,12469,176,2,602.54
24991,12470,441,1,308.51
24992,12470,309,1,273.46
24993,12471,254,2,945.14
24994,12471,355,1,278.9
24995,12472,419,2,740.58
24996,12472,212,2,207.16
24997,12473,130,2,919.38
24998,12473,471,2,683.92
24999,12474,243,2,436.28
25000,12474,404,1,100.37
25001,12474,322,2,925.76
25002,12475,124,2,625.18
25003,12475,126,1,442.52
25004,12476,289,1,428.32
25005,12476,13,1,322.05
25006,12476,152,2,716.12
25007,12477,299,2,684.2
25008,12477,59,1,199.38
25009,12478,12,1,366.19
25010,12479,394,2,597.08
25011,12480,326,2,265.52
25012,12480,479,2,664.28
25013,12481,198,2,891.94
25014,12481,54,2,446.66
25015,12481,288,2,575.38
25016,12482,34,2,599.08
25017,12482,364,1,324.05
25018,12483,405,1,324.11
25019,12484,31,2,579.44
25020,12484,49,1,330.13
25021,12484,53,1,419.96
25022,12485,312,1,242.23
25023,12485,208,2,592.86
25024,12486,6,1,472.79
25025,12487,59,2,398.76
25026,12488,310,2,220.34
25027,12488,299,2,684.2
25028,12489,386,1,170.06
25029,12489,3,2,275.64
25030,12490,43,1,373.78
25031,12490,346,2,498.8
25032,12491,213,1,131.01
25033,12491,166,1,466.96
25034,12491,213,1,131.01
25035,12492,183,2,744.44
25036,12493,368,1,399.96
25037,12493,290,2,713.04
25038,12493,465,1,199.92
25039,12494,450,2,769.52
25040,12494,186,2,446.84
25041,12495,298,2,669.3
25042,12496,255,1,358.93
25043,12496,427,1,389.21
25044,12497,275,1,209.3
25045,12498,430,2,247.64
25046,12498,411,1,265.94
25047,12499,100,2,909.52
25048,12499,422,2,764.34
25049,12500,400,2,855.94
25050,12500,436,1,130.49
25051,12500,370,2,336.38
25052,12501,87,1,376.46
25053,12501,160,1,477.55
25054,12502,357,2,936.92
25055,12502,15,2,988.14
25056,12502,32,1,194.29
25057,12503,329,2,600.32
25058,12503,50,2,520.7
25059,12504,258,2,415.74
25060,12504,246,2,694.78
25061,12505,111,2,897.02
25062,12505,394,2,597.08
25063,12505,334,2,724.32
